"物件番号","データ種類","物件種別","物件種目","会員名","代表電話番号","問合せ担当者（1）","問合せ電話番号（1）","Eメールアドレス（1）","図面","登録年月日","変更年月日","取引条件の有効期限","特優賃区分","都道府県名","所在地名1","所在地名2","所在地名3","建物名","部屋番号","その他所在地表示","棟番号","沿線略称（1）","駅名（1）","徒歩（分）1（1）","徒歩（m）2（1）","バス（1）","バス路線名（1）","バス停名称（1）","停歩（分）（1）","停歩（m）（1）","車（km）（1）","その他交通手段","交通（分）1","交通（m）2","現況","現況予定年月","入居時期","入居年月（西暦）","入居旬","取引態様","報酬形態","負担割合貸主","負担割合借主","配分割合元付","配分割合客付","報酬ヶ月","報酬額","賃料","賃料消費税","坪単価","㎡単価","保証金1（額）","保証金2（ヶ月）","権利金1（額）","権利金消費税（額）","権利金2（ヶ月）","礼金1（額）","礼金消費税（額）","礼金2（ヶ月）","敷金1（額）","敷金2（ヶ月）","償却コード","償却総額","償却月数","償却率","契約期間","契約期限（西暦）","解約引総額","解約引月数","解約引率","土地面積","面積計測方式","建物面積1","使用部分面積","バルコニー（テラス）面積","専用庭面積","施設費用項目（1）","施設費用（1）","用途地域（1）","用途地域（2）","登記簿地目","現況地目","都市計画","建ぺい率","容積率","地域地区","最適用途","地勢","建物賃貸借区分","建物賃貸借期間","建物賃貸借更新","管理費","管理組合有無","管理費消費税","共益費","共益費消費税","雑費","雑費消費税","その他月額費名称1","その他月額費用金額1","更新区分","更新料（額）","更新料（ヶ月）","保険加入義務","保険名称","保険料","保険期間","接道状況","接道種別1","接道接面1","接道位置指定1","接道方向1","接道幅員1","接道種別2","接道接面2","接道位置指定2","接道方向2","接道幅員2","接道種別3","接道接面3","接道位置指定3","接道方向3","接道幅員3","接道種別4","接道接面4","接道位置指定4","接道方向4","接道幅員4","接道舗装","間取タイプ（1）","間取部屋数（1）","部屋位置","納戸数","室所在階1（1）","室タイプ1（1）","室広さ1（1）","室数1（1）","室所在階2（1）","室タイプ2（1）","室広さ2（1）","室数2（1）","室所在階3（1）","室タイプ3（1）","室広さ3（1）","室数3（1）","室所在階4（1）","室タイプ4（1）","室広さ4（1）","室数4（1）","室所在階5（1）","室タイプ5（1）","室広さ5（1）","室数5（1）","室所在階6（1）","室タイプ6（1）","室広さ6（1）","室数6（1）","室所在階7（1）","室タイプ7（1）","室広さ7（1）","室数7（1）","間取りその他（1）","駐車場在否","駐車場月額","駐車場月額消費税","駐車場敷金（額）","駐車場敷金（ヶ月）","駐車場礼金（額）","駐車場礼金（ヶ月）","建物構造","建物工法","建物形式","地上階層","地下階層","所在階","築年月（西暦）","新築フラグ","バルコニー方向（1）","増改築年月1","増改築履歴1","増改築年月2","増改築履歴2","増改築年月3","増改築履歴3","周辺環境1（フリー）","距離1","時間1","周辺アクセス１","備考1","備考2","[賃貸]賃貸戸数","[賃貸]棟総戸数","[賃貸]連棟戸数","自社管理欄"
"100066628941","03","03","01","（株）山松赤羽営業所　","03-3903-0691","高山","03-3903-0691","","00","2014-10-06","2019-07-23","","","東京都","北区","神谷２丁目","２８－６","","","","","京浜東北線","赤羽","12","960","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","60000","","10000","3000","","","","","","","","","","1.00","","","","","0200","","","","","","","","21.78","","","","","","","","","","","","","","","","","","2000","","","","","","","","","1","","1.00","1","","15000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","2","6.0","1","","7","3.0","1","","","","","","","","","","","","","","","","","","","","","洋６Ｋ３","","","","","","","","03","","","3","","3","198903","","","","","","","","","","","","","","","","","",""
"100074290629","03","03","01","（有）ミヤビ不動産　","03-5831-6310","","","","00","2015-11-01","2019-07-19","","","東京都","足立区","六月１丁目","２８－１","","","","","伊勢崎線","竹ノ塚","20","1600","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","57000","","5000","2000","","","","","","","","","","","","","","","0200","","","","","","","","38.70","","","","","","","","","","","","","","","","","","1000","","","","","","","","","1","","1.00","1","家財総合","16000","2","","","","","","","","","","","","","","","","","","","","","","","03","2","1","","","1","6.0","1","","1","4.5","1","","3","8.0","1","","","","","","","","","","","","","","","","","和　６・４．５　ＤＫ　８","","","","","","","","03","","","3","","3","198804","","3","","","","","","","","","","","","敷０礼０の為、別途メンテナンス費","","","",""
"100080260058","03","03","02","ウィルホームズ（株）　","03-5961-5556","","","","03","2016-09-01","2019-07-11","","","東京都","練馬区","石神井町４丁目","","","","","","西武池袋線","石神井公園","6","","","","","","","","","","","2","","1","","","4","","","","","","","","54000","","13000","4000","","","","","","","","1.00","","1.00","","","","","","","","","","","","","14.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","2","","","","","","","","","","","","","","","","","","","","","","","01","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01","","","2","","2","199000","","","","","","","","","","","","","","学生・求職中・フリーター・法人契約等相談","","","",""
"100080260177","03","03","02","ウィルホームズ（株）　","03-5961-5556","","","","03","2016-09-01","2019-07-11","","","東京都","練馬区","石神井町４丁目","","","","","","西武池袋線","石神井公園","3","","","","","","","","","","","2","","1","","","4","","","","","","","","50000","","12000","4000","","","","","","","","1.00","","1.00","","","","","","","","","","","","","14.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01","","","2","","2","198600","","","","","","","","","","","","","","学生・求職中・フリーター・法人契約等相談","","","",""
"100081463980","03","03","01","（株）寺村不動産　","047-324-4210","","047-324-4210","ichikawa@teramurafudosan.co.jp","02","2016-11-02","2019-07-18","","","東京都","江戸川区","南篠崎町３丁目","２４－１４","スペース瑞江","302","","","都営新宿線","瑞江","4","","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","93000","","7000","3000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","44.00","","","","","","","","","","","","","","","","","","4000","","","","","","","","","1","","1.00","1","","","2","","","","","","","","","","","","","","","","","","","","","","","03","2","","","2","2","6.0","1","2","1","6.0","1","2","3","6.0","1","","","","","","","","","","","","","","","","","","","","","","","","","03","","","4","","3","199803","","6","","","","","","","デイリーヤマザキ　南篠崎２丁目店","75","","","","","","","","１００００６"
"100092444709","03","03","02","ヘヤナビ（株）　","03-6803-1981","野口幸治","03-6803-1981","takenotsuka@heya-navi.co.jp","02","2018-06-02","2019-07-23","","","東京都","足立区","舎人１丁目","６－４","ガーデニア舎人コーポ","A2","","","日暮里舎人","舎人","4","320","","","","","","","","","","2","","1","","","3","","","","","","","","65000","","6000","2000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","39.67","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1.00","1","","15000","2","","","","","","","","","","","","","","","","","","","","","","","03","2","1","","","3","6.0","","","2","6.0","","","1","6.0","","","","","","","","","","","","","","","","","","","1","9000","417","","","","","01","","","2","","2","198812","","5","","","","","","","ローソン　舎人一丁目店","290","","","舎人駅まで徒歩４分！両隣を気に","舎人駅まで徒歩４分！両隣を気にせず生活できる、１フロア１住戸","2","","",""
"100092466360","03","03","01","ヘヤナビ（株）　","03-6803-1981","野口幸治","03-6803-1981","takenotsuka@heya-navi.co.jp","02","2018-06-03","2019-07-23","","","東京都","足立区","東伊興２丁目","５－１４","メグミハウス","102","","","伊勢崎線","竹ノ塚","16","1280","","","","","","","","","","2","","1","","","3","","","","","","","","53000","","6000","2000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","29.81","","","","","","","","","","","","","","","","","","3000","","","","","","","","","1","","1.00","1","","15000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","1","4.5","","","1","6.0","","","7","3.0","","","","","","","","","","","","","","","","","","","1","7560","350","","","","","04","","","2","","1","198903","","4","","","","","","","どらっぐぱぱす伊興町店","738","","","バストイレ別！収納力もあり非常","バストイレ別！収納力もあり非常にオススメです♪この造りで賃料","","","",""
"100092781236","03","03","02","（株）浜商不動産　","03-3331-5311","","03-3331-5311","chintai@hamasho-f.co.jp","02","2018-06-19","2019-07-15","","","東京都","杉並区","松庵３丁目","","コーポ松庵","105","","","中央線","西荻窪","8","","","","","","","","","","","2","","1","","","3","2","","100.00","","100.00","","","47000","","10000","3000","","","","","","","","","","1.00","","","","","0200","","","","","","","","16.00","","","","","","","","","","","","","","","","","","","","","2000","","","","","","1","","1.00","1","","","","","","","","","","","","","","","","","","","","","","","","","","01","1","","","1","2","6.0","1","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","01","","","2","","1","198609","","2","","","","","","","マルエツプチ　松庵三丁目店","209","","","","","","","","００００００２６２８"
"100093318937","03","03","02","（株）マルトミＡＭ　","03-3308-0321","","","","02","2018-07-18","2019-07-07","","","東京都","世田谷区","上祖師谷６丁目","９－８","第二清華コーポ","201","","","京王線","千歳烏山","16","1280","7","","駒大グランド前","4","320","","","","","2","","1","","","3","2","","100.00","","100.00","","","76000","","8000","3000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","34.71","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1.00","1","ＡＩＧリビングパートナー","26000","2","","","","","","","","","","","","","","","","","","","","","","","02","2","1","","","1","4.5","1","","2","6.0","1","","7","4.0","1","","","","","","","","","","","","","","","","","和　４．５　洋　６　Ｋ　４","3","15000","","","","","","01","","","2","","2","198901","","5","","","","","","","","","","","","Ｊ：ＣＯＭ　ＮＥＴ　１メガ無料","","","",""
"100093319027","03","03","02","（株）マルトミＡＭ　","03-3308-0321","","","","02","2018-07-18","2019-07-09","","","東京都","世田谷区","給田４丁目","２２－３","グリーンコーポ","103","","","京王線","千歳烏山","13","1040","7","","中給田","1","80","","","","","2","","1","","","4","2","","100.00","","100.00","","","49000","","7000","2000","","","","","","","","1.00","","1.00","","","","","0200","","","","","","","","24.80","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1.00","1","ＡＩＧリビングパートナー","21000","2","","","","","","","","","","","","","","","","","","","","","","","02","1","","","","1","6.0","1","","","","","","","","","","","","","","","","","","","","","","","","","和　６","4","","","","","","","01","","","2","","1","198904","","3","","","","","","","","","","","","Ｊ：ＣＯＭ　ＮＥＴ　１メガ無料","","","",""
